merchant,description,amount,category,date,timestamp
Vedantu,coaching classes,14312.36,EDUCATION,2025-01-12,2025-01-12 10:09:56
Tikona,Wallet Payment - dth recharge,3022.45,UTILITIES,2025-09-18,2025-09-18 10:09:56
FreshMenu,food delivery,390.71,FOOD_DINING,2025-03-21,2025-03-21 10:09:56
Brand Factory,laptop buying,200.0,SHOPPING,2024-11-25,2024-11-25 10:09:56
WBSEDCL Pvt Ltd,internet bill,5000.0,UTILITIES,2025-10-13,2025-10-13 10:09:56
Legal Services,gift purchase,5834.53,MISCELLANEOUS,2025-01-25,2025-01-25 10:09:56
Concert Tickets,QR Code Payment - entertainment,1471.85,ENTERTAINMENT,2024-09-21,2024-09-21 10:09:56
Angel Broking,stock purchase,348785.7,INVESTMENT,2025-06-04,2025-06-04 10:09:56
University,educational material,4986.89,EDUCATION,2025-06-28,2025-06-28 10:09:56
University,educational material,38838.42,EDUCATION,2025-04-10,2025-04-10 10:09:56
Gaming Zone,Wallet Payment - netflix payment,999.0,ENTERTAINMENT,2025-01-13,2025-01-13 10:09:56
Electronics Shop,RTGS Transfer - books order,11768.0,SHOPPING,2024-09-07,2024-09-07 10:09:56
Brand Factory,Wallet Payment - electronics,10000.0,SHOPPING,2024-11-12,2024-11-12 10:09:56
uber,UPI Payment - monthly pass,300.0,TRANSPORTATION,2025-09-21,2025-09-21 10:09:56
KFC,Credit Card Payment - canteen recharge,400.0,FOOD_DINING,2025-02-28,2025-02-28 10:09:56
Tax Payment,miscellaneous expense,820.52,MISCELLANEOUS,2025-03-10,2025-03-10 10:09:56
Bowling Alley,Debit Card Payment - streaming subscription,681.21,ENTERTAINMENT,2025-03-18,2025-03-18 10:09:56
Physiotherapy,IMPS Payment - health insurance,4927.12,HEALTHCARE,2024-12-14,2024-12-14 10:09:56
Hathway,RTGS Transfer - water bill,463.33,UTILITIES,2024-12-21,2024-12-21 10:09:56
BMTC,auto fare,864.0,TRANSPORTATION,2024-11-11,2024-11-11 10:09:56
University,book purchase,10000.0,EDUCATION,2024-12-10,2024-12-10 10:09:56
Electronics Shop Pvt Ltd,fashion shopping,1074.0,SHOPPING,2025-10-07,2025-10-07 10:09:56
Parking Fee,fuel refill,348.25,TRANSPORTATION,2024-10-06,2024-10-06 10:09:56
BYJU'S,online course,41165.71,EDUCATION,2025-03-07,2025-03-07 10:09:56
Municipal Corporation,society dues,1000.0,UTILITIES,2025-06-18,2025-06-18 10:09:56
Electronics Shop,fashion shopping,1000.0,SHOPPING,2024-07-27,2024-07-27 10:09:56
Videocon D2H,dth recharge,6332.53,UTILITIES,2024-11-29,2024-11-29 10:09:56
Oven Story,Mobile Banking - canteen recharge,100.0,FOOD_DINING,2025-08-18,2025-08-18 10:09:56
Swiggy,party order,170.18,FOOD_DINING,2024-08-18,2024-08-18 10:09:56
SpiceJet,IMPS Payment - metro recharge,150.0,TRANSPORTATION,2025-04-25,2025-04-25 10:09:56
BookMyShow India,prime subscription,399.0,ENTERTAINMENT,2025-06-25,2025-06-25 10:09:56
Courier Service,government fee,12247.88,MISCELLANEOUS,2025-05-12,2025-05-12 10:09:56
Tax Payment,personal care,1000.0,MISCELLANEOUS,2025-06-10,2025-06-10 10:09:56
Flipkart,medicine purchase,200.0,SHOPPING,2025-05-22,2025-05-22 10:09:56
EXAM FEE,online course,10000.0,EDUCATION,2025-07-12,2025-07-12 10:09:56
Coaching Center,educational material,2002.94,EDUCATION,2025-05-01,2025-05-01 10:09:56
Gym India,pharmacy,1000.0,HEALTHCARE,2024-07-08,2024-07-08 10:09:56
Pathology Lab,diagnostic test,1768.29,HEALTHCARE,2025-07-27,2025-07-27 10:09:56
Bus Booking,auto fare,48.96,TRANSPORTATION,2025-03-05,2025-03-05 10:09:56
Book Store,Mobile Banking - laptop buying,5735.95,SHOPPING,2024-05-21,2024-05-21 10:09:56
Adventure Park,IMPS Payment - youtube premium,525.9,ENTERTAINMENT,2024-05-26,2024-05-26 10:09:56
PVR Cinemas,gaming subscription,499.0,ENTERTAINMENT,2025-03-20,2025-03-20 10:09:56
H&M,clothes buy,5000.0,SHOPPING,2025-07-01,2025-07-01 10:09:56
Local Restaurant,dinner payment,400.0,FOOD_DINING,2025-08-09,2025-08-09 10:09:56
Postal Service.com,tax payment,10000.0,MISCELLANEOUS,2025-04-05,2025-04-05 10:09:56
Zee5 Pvt Ltd,Wallet Payment - music subscription,1621.66,ENTERTAINMENT,2025-03-16,2025-03-16 10:09:56
Zerodha,Mobile Banking - life insurance premium,25000.0,INVESTMENT,2024-06-27,2024-06-27 10:09:56
Pathology Lab,doctor consultation,1000.0,HEALTHCARE,2025-08-04,2025-08-04 10:09:56
Water Board Store,Debit Card Payment - maintenance charges,2000.0,UTILITIES,2024-08-08,2024-08-08 10:09:56
HDFC AMC,tax saving investment,1996.11,INVESTMENT,2025-09-18,2025-09-18 10:09:56
ICICI Direct,Mobile Banking - life insurance premium,25000.0,INVESTMENT,2024-08-19,2024-08-19 10:09:56
Event Management,Debit Card Payment - donation,18431.33,MISCELLANEOUS,2025-08-22,2025-08-22 10:09:56
unacademy,Debit Card Payment - tuition fee,10000.0,EDUCATION,2025-06-10,2025-06-10 10:09:56
Sagar Ratna,food delivery,100.0,FOOD_DINING,2024-05-23,2024-05-23 10:09:56
Pathology Lab,NEFT Transfer - medical emergency,3980.56,HEALTHCARE,2025-04-20,2025-04-20 10:09:56
Bus Booking,uber ride,457.99,TRANSPORTATION,2024-08-25,2024-08-25 10:09:56
Zee5,prime subscription,146.91,ENTERTAINMENT,2024-09-25,2024-09-25 10:09:56
Jio,phone bill,3000.0,UTILITIES,2024-05-21,2024-05-21 10:09:56
Voot,music subscription,149.0,ENTERTAINMENT,2025-02-26,2025-02-26 10:09:56
Axis Mutual Fund,Wallet Payment - stock purchase,1000.0,INVESTMENT,2025-01-15,2025-01-15 10:09:56
Grofers,UPI Payment - laptop buying,500.0,SHOPPING,2024-12-15,2024-12-15 10:09:56
Essar,bus ticket,120.0,TRANSPORTATION,2024-09-28,2024-09-28 10:09:56
Pathology Lab,pharmacy,5000.0,HEALTHCARE,2025-03-14,2025-03-14 10:09:56
Jio,phone bill,1000.0,UTILITIES,2025-02-06,2025-02-06 10:09:56
Courier Service,donation,640.22,MISCELLANEOUS,2024-11-26,2024-11-26 10:09:56
Vistara,RTGS Transfer - cab ride,2000.0,TRANSPORTATION,2025-03-04,2025-03-04 10:09:56
Indian Railways,flight booking,300.0,TRANSPORTATION,2024-08-18,2024-08-18 10:09:56
Medical Store,NEFT Transfer - clothes buy,48658.84,SHOPPING,2024-09-26,2024-09-26 10:09:56
Donation,gift purchase,410.96,MISCELLANEOUS,2024-11-28,2024-11-28 10:09:56
Unacademy India,book purchase,54302.12,EDUCATION,2025-06-07,2025-06-07 10:09:56
Vedantu,Debit Card Payment - training program,16692.82,EDUCATION,2025-06-05,2025-06-05 10:09:56
Jio,cable bill,926.69,UTILITIES,2025-04-07,2025-04-07 10:09:56
HDFC Securities,bond investment,114407.19,INVESTMENT,2025-01-07,2025-01-07 10:09:56
Maintenance,Wallet Payment - phone bill,8356.72,UTILITIES,2025-06-09,2025-06-09 10:09:56
Wellness Center,eye checkup,200.0,HEALTHCARE,2024-08-13,2024-08-13 10:09:56
Petrol Pump,QR Code Payment - toll payment,50.0,TRANSPORTATION,2025-06-27,2025-06-27 10:09:56
Gaming Zone,RTGS Transfer - streaming subscription,799.0,ENTERTAINMENT,2025-03-27,2025-03-27 10:09:56
Ola,parking charges,3041.44,TRANSPORTATION,2025-01-31,2025-01-31 10:09:56
Tikona,broadband payment,800.0,UTILITIES,2024-06-12,2024-06-12 10:09:56
Local Store,medicine buy,2275.62,SHOPPING,2025-08-25,2025-08-25 10:09:56
ICICI Direct,UPI Payment - bond investment,100000.0,INVESTMENT,2025-07-18,2025-07-18 10:09:56
Taxi Service,Debit Card Payment - parking charges,3589.18,TRANSPORTATION,2024-09-06,2024-09-06 10:09:56
Charity,personal care,500.0,MISCELLANEOUS,2024-06-26,2024-06-26 10:09:56
Jio,UPI Payment - broadband payment,1500.0,UTILITIES,2024-10-20,2024-10-20 10:09:56
Library,educational material,95885.5,EDUCATION,2024-12-19,2024-12-19 10:09:56
Gaming Zone,Credit Card Payment - show tickets,239.93,ENTERTAINMENT,2024-06-10,2024-06-10 10:09:56
Vijay Sales,books order,21118.9,SHOPPING,2024-07-24,2024-07-24 10:09:56
Wedding Expenses,miscellaneous expense,2000.0,MISCELLANEOUS,2024-06-13,2024-06-13 10:09:56
Local Store,books order,1703.39,SHOPPING,2024-11-18,2024-11-18 10:09:56
Life Insurance,investment,1029.79,INVESTMENT,2024-09-05,2024-09-05 10:09:56
Hathway,dth recharge,1000.0,UTILITIES,2025-06-07,2025-06-07 10:09:56
Shell,metro recharge,195.27,TRANSPORTATION,2024-08-05,2024-08-05 10:09:56
Bank Charges,donation,500.0,MISCELLANEOUS,2024-05-29,2024-05-29 10:09:56
Behrouz Biryani,food delivery,995.33,FOOD_DINING,2024-06-08,2024-06-08 10:09:56
Training,Credit Card Payment - educational material,96245.71,EDUCATION,2024-08-20,2024-08-20 10:09:56
Myntra,grocery shopping,11000.82,SHOPPING,2024-05-06,2024-05-06 10:09:56
Zomato,party order,258.0,FOOD_DINING,2025-01-06,2025-01-06 10:09:56
Behrouz Biryani,Debit Card Payment - office lunch,1077.94,FOOD_DINING,2025-09-24,2025-09-24 10:09:56
Hathway,QR Code Payment - electricity bill,1290.11,UTILITIES,2025-09-26,2025-09-26 10:09:56
Gaming Zone,gaming subscription,382.38,ENTERTAINMENT,2024-07-18,2024-07-18 10:09:56
MX Player,music subscription,990.22,ENTERTAINMENT,2025-03-24,2025-03-24 10:09:56
Eye Specialist,health insurance,19823.97,HEALTHCARE,2025-07-28,2025-07-28 10:09:56
Canteen,NEFT Transfer - canteen recharge,1974.23,FOOD_DINING,2024-08-15,2024-08-15 10:09:56
charity,tax payment,1000.0,MISCELLANEOUS,2025-03-23,2025-03-23 10:09:56
Food Court,dinner payment,150.0,FOOD_DINING,2024-11-24,2024-11-24 10:09:56
Water Park,Wallet Payment - concert booking,821.6,ENTERTAINMENT,2025-03-15,2025-03-15 10:09:56
Myntra,household items,200.0,SHOPPING,2024-12-28,2024-12-28 10:09:56
SHELL,Mobile Banking - fuel refill,2000.0,TRANSPORTATION,2024-05-29,2024-05-29 10:09:56
SBI Mutual Fund,portfolio investment,1000.0,INVESTMENT,2025-08-01,2025-08-01 10:09:56
Local Restaurant,mess fees,774.65,FOOD_DINING,2025-03-12,2025-03-12 10:09:56
Donation,tax payment,500.0,MISCELLANEOUS,2024-07-15,2024-07-15 10:09:56
Vi,broadband payment,5087.77,UTILITIES,2024-10-21,2024-10-21 10:09:56
Amazon,cosmetics,1500.0,SHOPPING,2025-05-31,2025-05-31 10:09:56
ACT Fibernet,QR Code Payment - mobile recharge,7951.51,UTILITIES,2025-07-13,2025-07-13 10:09:56
Udemy Online,certification cost,2000.0,EDUCATION,2025-07-21,2025-07-21 10:09:56
Vedantu,training program,10000.0,EDUCATION,2025-05-29,2025-05-29 10:09:56
uti amc,bond investment,10284.16,INVESTMENT,2024-09-02,2024-09-02 10:09:56
Reliance Digital,books order,5000.0,SHOPPING,2025-04-01,2025-04-01 10:09:56
Stationery Shop,coaching classes,38500.92,EDUCATION,2025-07-21,2025-07-21 10:09:56
Grofers,cosmetics,6967.07,SHOPPING,2025-03-19,2025-03-19 10:09:56
Taxi Service,fuel refill,124.29,TRANSPORTATION,2025-06-20,2025-06-20 10:09:56
Library Pvt Ltd,workshop fee,1000.0,EDUCATION,2025-02-03,2025-02-03 10:09:56
Udemy,NEFT Transfer - training program,28970.02,EDUCATION,2025-06-05,2025-06-05 10:09:56
Faasos,restaurant bill,800.0,FOOD_DINING,2025-09-20,2025-09-20 10:09:56
Dental Clinic,pharmacy,7539.51,HEALTHCARE,2025-08-30,2025-08-30 10:09:56
Charity,cash withdrawal,5000.0,MISCELLANEOUS,2025-06-10,2025-06-10 10:09:56
Book Store,Net Banking - coaching classes,58487.19,EDUCATION,2024-12-26,2024-12-26 10:09:56
Wedding Expenses,tax payment,574.33,MISCELLANEOUS,2024-10-08,2024-10-08 10:09:56
Rapido,Wallet Payment - toll payment,2787.07,TRANSPORTATION,2025-01-12,2025-01-12 10:09:56
College Fee,workshop fee,2000.0,EDUCATION,2024-04-29,2024-04-29 10:09:56
Brand Factory,online shopping,2490.49,SHOPPING,2024-05-01,2024-05-01 10:09:56
Exam Fee,educational material,5000.0,EDUCATION,2025-04-01,2025-04-01 10:09:56
Westside,laptop buying,4535.31,SHOPPING,2025-03-13,2025-03-13 10:09:56
Coursera,school fee,25073.96,EDUCATION,2024-07-28,2024-07-28 10:09:56
Coaching Center,Wallet Payment - online course,10000.0,EDUCATION,2025-01-19,2025-01-19 10:09:56
Diagnostic Center,doctor consultation,200.0,HEALTHCARE,2024-05-09,2024-05-09 10:09:56
University Pvt Ltd,Mobile Banking - book purchase,15000.0,EDUCATION,2025-03-24,2025-03-24 10:09:56
Chennai Metro,uber ride,2000.0,TRANSPORTATION,2025-07-18,2025-07-18 10:09:56
Event Management,service fee,100.0,MISCELLANEOUS,2024-08-27,2024-08-27 10:09:56
Adventure Park,netflix payment,399.0,ENTERTAINMENT,2024-08-15,2024-08-15 10:09:56
Box8,mess fees,250.0,FOOD_DINING,2025-03-20,2025-03-20 10:09:56
Medical Store,physiotherapy,5000.0,HEALTHCARE,2025-09-20,2025-09-20 10:09:56
Gaming Zone,movie ticket,695.11,ENTERTAINMENT,2024-05-24,2024-05-24 10:09:56
Donation,service fee,33531.69,MISCELLANEOUS,2024-12-03,2024-12-03 10:09:56
AIIMS,medical checkup,1000.0,HEALTHCARE,2024-05-25,2024-05-25 10:09:56
Fun Republic Online,Credit Card Payment - netflix payment,1811.85,ENTERTAINMENT,2025-05-29,2025-05-29 10:09:56
UBER,auto fare,43.69,TRANSPORTATION,2024-11-11,2024-11-11 10:09:56
Subway,food delivery,388.9,FOOD_DINING,2025-02-19,2025-02-19 10:09:56
Sun Direct,gas bill,6055.57,UTILITIES,2024-08-12,2024-08-12 10:09:56
Wellness Center,medicine purchase,500.0,HEALTHCARE,2025-07-27,2025-07-27 10:09:56
Haldirams Online,Mobile Banking - snacks order,928.03,FOOD_DINING,2024-08-13,2024-08-13 10:09:56
Pharmacy,IMPS Payment - medical emergency,8057.53,HEALTHCARE,2025-04-13,2025-04-13 10:09:56
Voot,netflix payment,459.73,ENTERTAINMENT,2024-12-13,2024-12-13 10:09:56
Courier Service,IMPS Payment - tax payment,5000.0,MISCELLANEOUS,2024-06-26,2024-06-26 10:09:56
Croma,online shopping,2000.0,SHOPPING,2024-06-03,2024-06-03 10:09:56
Library,school fee,27825.09,EDUCATION,2024-12-01,2024-12-01 10:09:56
Bikanervala,weekend dining,144.69,FOOD_DINING,2025-05-20,2025-05-20 10:09:56
Online Course,IMPS Payment - tuition fee,15000.0,EDUCATION,2025-08-24,2025-08-24 10:09:56
Aditya Birla Sun Life,life insurance premium,89516.25,INVESTMENT,2024-07-18,2024-07-18 10:09:56
Diagnostic Center,doctor consultation,4843.59,HEALTHCARE,2024-12-15,2024-12-15 10:09:56
Zerodha,systematic investment,42093.26,INVESTMENT,2025-08-27,2025-08-27 10:09:56
Salon,Net Banking - repair work,825.45,MISCELLANEOUS,2025-09-12,2025-09-12 10:09:56
BSNL,Credit Card Payment - dth recharge,300.0,UTILITIES,2025-08-26,2025-08-26 10:09:56
Family Doctor,eye checkup,15385.09,HEALTHCARE,2024-06-29,2024-06-29 10:09:56
Book Store,training program,50000.0,EDUCATION,2024-04-28,2024-04-28 10:09:56
YouTube Premium,gaming,851.83,ENTERTAINMENT,2025-09-04,2025-09-04 10:09:56
Adani Power,phone bill,500.0,UTILITIES,2024-07-23,2024-07-23 10:09:56
Croma,mobile purchase,14630.73,SHOPPING,2025-08-28,2025-08-28 10:09:56
Family Doctor,medicine purchase,8856.75,HEALTHCARE,2025-05-16,2025-05-16 10:09:56
Rapido,parking charges,399.44,TRANSPORTATION,2024-09-14,2024-09-14 10:09:56
Apollo Hospital,pharmacy,1000.0,HEALTHCARE,2025-02-04,2025-02-04 10:09:56
Zee5,music subscription,299.0,ENTERTAINMENT,2025-08-31,2025-08-31 10:09:56
College Fee,Mobile Banking - training program,2000.0,EDUCATION,2024-09-04,2024-09-04 10:09:56
Local Clinic,eye checkup,6062.95,HEALTHCARE,2025-05-01,2025-05-01 10:09:56
Local Store,fashion shopping,15000.0,SHOPPING,2024-11-28,2024-11-28 10:09:56
Swiggy,office lunch,745.29,FOOD_DINING,2024-06-23,2024-06-23 10:09:56
Tata Power,maintenance charges,3501.15,UTILITIES,2024-07-17,2024-07-17 10:09:56
FAMILY DOCTOR,QR Code Payment - doctor consultation,8579.14,HEALTHCARE,2024-11-26,2024-11-26 10:09:56
Legal Services,service charges,500.0,MISCELLANEOUS,2025-06-13,2025-06-13 10:09:56
Reliance Digital,home appliances,13033.18,SHOPPING,2024-07-08,2024-07-08 10:09:56
HDFC AMC,tax saving investment,23959.01,INVESTMENT,2024-10-17,2024-10-17 10:09:56
Lifestyle,medicine buy,19757.31,SHOPPING,2024-10-16,2024-10-16 10:09:56
Wedding Expenses,repair work,29272.16,MISCELLANEOUS,2024-06-15,2024-06-15 10:09:56
Nykaa,Net Banking - online shopping,200.0,SHOPPING,2024-11-15,2024-11-15 10:09:56
Bowling Alley,RTGS Transfer - youtube premium,1075.44,ENTERTAINMENT,2025-09-13,2025-09-13 10:09:56
Pantaloons,RTGS Transfer - online shopping,16338.41,SHOPPING,2025-08-17,2025-08-17 10:09:56
Adventure Park,show tickets,783.48,ENTERTAINMENT,2025-08-12,2025-08-12 10:09:56
Cleaning Service,Mobile Banking - personal care,43838.66,MISCELLANEOUS,2024-12-06,2024-12-06 10:09:56
Health Insurance,Debit Card Payment - medical checkup,14975.73,HEALTHCARE,2025-05-09,2025-05-09 10:09:56
Swiggy,food court payment,169.17,FOOD_DINING,2025-05-24,2025-05-24 10:09:56
Uniqlo,NEFT Transfer - grocery shopping,1000.0,SHOPPING,2024-06-18,2024-06-18 10:09:56
Concert Tickets,RTGS Transfer - concert booking,999.0,ENTERTAINMENT,2025-01-23,2025-01-23 10:09:56
Vijay Sales,QR Code Payment - home appliances,10000.0,SHOPPING,2025-03-19,2025-03-19 10:09:56
Stationery Shop,IMPS Payment - book purchase,10000.0,EDUCATION,2024-06-14,2024-06-14 10:09:56
University India,UPI Payment - workshop fee,2000.0,EDUCATION,2024-09-05,2024-09-05 10:09:56
Videocon D2H,Mobile Banking - mobile rchg,2000.0,UTILITIES,2024-06-20,2024-06-20 10:09:56
Canteen,canteen recharge,882.05,FOOD_DINING,2025-06-22,2025-06-22 10:09:56
Gas Agency,broadband payment,1500.0,UTILITIES,2025-07-24,2025-07-24 10:09:56
Health Insurance,medical checkup,1171.0,HEALTHCARE,2024-10-28,2024-10-28 10:09:56
Event Management,miscellaneous expense,13682.09,MISCELLANEOUS,2025-04-29,2025-04-29 10:09:56
Wedding Expenses,cash withdrawal,16848.73,MISCELLANEOUS,2024-07-12,2024-07-12 10:09:56
MedicalStore,clothes purchase,3000.0,SHOPPING,2025-01-21,2025-01-21 10:09:56
Seminar,course fee,5000.0,EDUCATION,2025-09-08,2025-09-08 10:09:56
Haldirams,restaurant bill,102.37,FOOD_DINING,2024-06-01,2024-06-01 10:09:56
Book Store Pvt Ltd,school fee,2000.0,EDUCATION,2025-01-17,2025-01-17 10:09:56
Taxi Service,ola booking,2209.1,TRANSPORTATION,2025-07-11,2025-07-11 10:09:56
UTI AMC,NEFT Transfer - life insurance premium,5907.33,INVESTMENT,2024-04-24,2024-04-24 10:09:56
Flipkart,mobile purchase,1000.0,SHOPPING,2024-10-11,2024-10-11 10:09:56
Fun Republic,show tickets,513.21,ENTERTAINMENT,2024-12-01,2024-12-01 10:09:56
Brand Factory,cosmetics,20969.98,SHOPPING,2025-06-13,2025-06-13 10:09:56
Jio,gas bill,3811.1,UTILITIES,2025-01-01,2025-01-01 10:09:56
Reliance Digital,Debit Card Payment - household items,42542.84,SHOPPING,2024-10-14,2024-10-14 10:09:56
SBI Securities,bond investment,432519.28,INVESTMENT,2025-02-18,2025-02-18 10:09:56
Concert Tickets,Wallet Payment - youtube premium,1129.86,ENTERTAINMENT,2025-02-06,2025-02-06 10:09:56
Concert Tickets,Debit Card Payment - streaming subscription,752.4,ENTERTAINMENT,2024-09-10,2024-09-10 10:09:56
UTI AMC,life insurance premium,323173.03,INVESTMENT,2024-10-26,2024-10-26 10:09:56
Franklin Templeton,mutual fund SIP,365669.89,INVESTMENT,2025-08-26,2025-08-26 10:09:56
Cleaning Service,service charges,4333.22,MISCELLANEOUS,2024-10-08,2024-10-08 10:09:56
Donation.com,QR Code Payment - personal care,2000.0,MISCELLANEOUS,2025-02-27,2025-02-27 10:09:56
Ajio,NEFT Transfer - online shopping,15654.81,SHOPPING,2024-09-11,2024-09-11 10:09:56
IndiGo,Mobile Banking - parking charges,178.08,TRANSPORTATION,2025-09-13,2025-09-13 10:09:56
SBI Securities,Wallet Payment - retirement fund,10000.0,INVESTMENT,2025-01-12,2025-01-12 10:09:56
Wedding Expenses,donation,10000.0,MISCELLANEOUS,2025-10-05,2025-10-05 10:09:56
Kotak Securities,NEFT Transfer - stock purchase,1000.0,INVESTMENT,2025-08-27,2025-08-27 10:09:56
Fortis Hospital,diagnostic test,16268.64,HEALTHCARE,2024-05-18,2024-05-18 10:09:56
KFC,party order,1332.7,FOOD_DINING,2025-08-30,2025-08-30 10:09:56
Netflix,QR Code Payment - gaming,253.11,ENTERTAINMENT,2025-07-25,2025-07-25 10:09:56
Pathology Lab,medical checkup,2000.0,HEALTHCARE,2025-01-15,2025-01-15 10:09:56
McDonalds,Debit Card Payment - food court payment,1293.64,FOOD_DINING,2024-10-02,2024-10-02 10:09:56
SBI Mutual Fund,Wallet Payment - tax saving investment,7612.19,INVESTMENT,2025-02-08,2025-02-08 10:09:56
Tuition Teacher,exam fee,38540.98,EDUCATION,2024-12-04,2024-12-04 10:09:56
FranklinTempleton,mutual fund SIP,8405.29,INVESTMENT,2025-02-22,2025-02-22 10:09:56
Fortis Hospital,Debit Card Payment - diagnostic test,10000.0,HEALTHCARE,2025-04-18,2025-04-18 10:09:56
Stationery Shop,educational material,30256.66,EDUCATION,2024-10-28,2024-10-28 10:09:56
Pharmacy,IMPS Payment - medical checkup,200.0,HEALTHCARE,2024-12-29,2024-12-29 10:09:56
Upstox,RTGS Transfer - bond investment,2000.0,INVESTMENT,2024-05-15,2024-05-15 10:09:56
Electronics Shop Pvt Ltd,clothes purchase,10600.76,SHOPPING,2025-01-17,2025-01-17 10:09:56
Family Doctor,eye checkup,10000.0,HEALTHCARE,2025-04-29,2025-04-29 10:09:56
BSNL,maintenance charges,10579.35,UTILITIES,2024-07-18,2024-07-18 10:09:56
Legal Services,QR Code Payment - personal care,1000.0,MISCELLANEOUS,2025-04-05,2025-04-05 10:09:56
Rapido,bus ticket,500.0,TRANSPORTATION,2024-08-21,2024-08-21 10:09:56
Water Park,Mobile Banking - youtube premium,999.0,ENTERTAINMENT,2025-04-12,2025-04-12 10:09:56
Printing,repair work,955.66,MISCELLANEOUS,2024-06-07,2024-06-07 10:09:56
Kotak Securities,tax saving investment,422758.88,INVESTMENT,2024-05-28,2024-05-28 10:09:56
Photography,Credit Card Payment - miscellaneous expense,4224.88,MISCELLANEOUS,2025-08-11,2025-08-11 10:09:56
Physiotherapy,diagnostic test,558.97,HEALTHCARE,2025-06-30,2025-06-30 10:09:56
Behrouz Biryani,mess fees,1175.66,FOOD_DINING,2025-08-06,2025-08-06 10:09:56
Event Management,personal care,5000.0,MISCELLANEOUS,2025-08-05,2025-08-05 10:09:56
Subway,snacks order,250.0,FOOD_DINING,2024-11-20,2024-11-20 10:09:56
Angel Broking India,Wallet Payment - share trading,11526.5,INVESTMENT,2025-10-05,2025-10-05 10:09:56
Zee5,gaming,149.0,ENTERTAINMENT,2024-08-08,2024-08-08 10:09:56
Amazon,household items,3270.52,SHOPPING,2025-10-05,2025-10-05 10:09:56
Courier Service,personal care,117.02,MISCELLANEOUS,2024-07-06,2024-07-06 10:09:56
Unacademy,online course,1000.0,EDUCATION,2025-06-03,2025-06-03 10:09:56
Sony LIV,entertainment,894.28,ENTERTAINMENT,2025-03-11,2025-03-11 10:09:56
Food Court,party order,300.0,FOOD_DINING,2024-10-12,2024-10-12 10:09:56
Medical Store,clothes purchase,10000.0,SHOPPING,2024-11-18,2024-11-18 10:09:56
